2.835935499432951088e-10 -3.673036782577244662e-09 -7.199837367279078933e-08 5.665664950147869865e-07 4.898387043752402093e-07 8.685770453247021267e-07 7.608944778169002469e-07 5.607186566752817733e-07 2.568647843415807547e-08 -7.327326469919949471e-08 1.156804095601592671e-06 3.077449776360951338e-06 6.278357412959943274e-06 1.258466415212246864e-05 2.277689027370619271e-05 3.816074315827982881e-05 6.549757652010688188e-05 1.059964023114171646e-04 1.565989249052732537e-04 2.117181621880592692e-04 2.710445770558538004e-04 3.384474473887937301e-04 4.007964077888910093e-04 4.297785703683786301e-04 4.037374402953821176e-04 3.418961439691817986e-04 2.734202719165823711e-04 2.105777316752682109e-04 1.539328592274188587e-04 1.041663080414569986e-04 6.708096570581793979e-05 4.084809011856948673e-05 2.301259435112776482e-05 1.187034008785084536e-05 6.734531235774716212e-06 3.732700741096689130e-06 2.045995477481359488e-06 8.803327364858740011e-07 -3.721138005650733429e-07 -8.778833700075171186e-09 7.770848551394079150e-07 1.092491854287179545e-07 1.086311263826389768e-07 -1.261218204648220931e-07 -2.420988502597835107e-08 1.472738417242124334e-07 -3.039259068815570781e-07 1.992197360384013256e-09 4.308333771753420025e-10
6.114615256948858391e-10 -3.463894793849233194e-08 -3.225867667839306870e-07 -1.591909922021875156e-07 2.205970887185598353e-07 4.662658211865173302e-07 3.631426513277299009e-07 1.592888604233760113e-07 -1.974124554931177836e-08 -1.711869452929077471e-07 6.571780208548270565e-07 1.863654327445921834e-06 3.516101393669842512e-06 6.526320439449129706e-06 1.262227424224678114e-05 2.229383469000566258e-05 3.925576554080116381e-05 6.691517494320298252e-05 1.058277705204142252e-04 1.548086025781830559e-04 2.097708775428448334e-04 2.709690382212014592e-04 3.402237911524652212e-04 4.037374402953821176e-04 4.302235644649776117e-04 4.037374402953821176e-04 3.402237911524652212e-04 2.709690382212014592e-04 2.097708775428448334e-04 1.548086025781830559e-04 1.058277705204142252e-04 6.691517494320298252e-05 3.925576554080116381e-05 2.229383469000566258e-05 1.262227424224678114e-05 6.526320439449129706e-06 3.516101393669842512e-06 1.863654327445921834e-06 6.571780208548270565e-07 -1.711869452929077471e-07 -1.974124554931177836e-08 1.592888604233760113e-07 3.631426513277299009e-07 4.662658211865173302e-07 2.205970887185598353e-07 -1.591909922021875156e-07 -3.225867667839306870e-07 -3.463894793849233194e-08 6.114615256948858391e-10
4.308333771753420025e-10 1.992197360384013256e-09 -3.039259068815570781e-07 1.472738417242124334e-07 -2.420988502597835107e-08 -1.261218204648220931e-07 1.086311263826389768e-07 1.092491854287179545e-07 7.770848551394079150e-07 -8.778833700075171186e-09 -3.721138005650733429e-07 8.803327364858740011e-07 2.045995477481359488e-06 3.732700741096689130e-06 6.734531235774716212e-06 1.187034008785084536e-05 2.301259435112776482e-05 4.084809011856948673e-05 6.708096570581793979e-05 1.041663080414569986e-04 1.539328592274188587e-04 2.105777316752682109e-04 2.734202719165823711e-04 3.418961439691817986e-04 4.037374402953821176e-04 4.297785703683786301e-04 4.007964077888910093e-04 3.384474473887937301e-04 2.710445770558538004e-04 2.117181621880592692e-04 1.565989249052732537e-04 1.059964023114171646e-04 6.549757652010688188e-05 3.816074315827982881e-05 2.277689027370619271e-05 1.258466415212246864e-05 6.278357412959943274e-06 3.077449776360951338e-06 1.156804095601592671e-06 -7.327326469919949471e-08 2.568647843415807547e-08 5.607186566752817733e-07 7.608944778169002469e-07 8.685770453247021267e-07 4.898387043752402093e-07 5.665664950147869865e-07 -7.199837367279078933e-08 -3.673036782577244662e-09 2.835935499432951088e-10
3.071860280005212360e-10 1.787743014989565862e-08 3.773723921871330221e-07 2.490121539624036579e-07 6.083901309869057796e-07 1.272355742821610529e-07 3.393412200188244586e-07 5.481567173300696899e-07 1.919877972789135134e-07 -2.864443492111376422e-07 -3.451525896462348520e-07 4.176523702681201851e-07 1.151029551365675998e-06 2.020774207502086743e-06 3.781505444830200684e-06 6.368393712032980859e-06 1.295868217534625812e-05 2.390434579462038205e-05 4.113620193447803039e-05 6.591789773191917038e-05 1.038377795045053253e-04 1.544661652601996709e-04 2.115341703712818181e-04 2.734202719165823711e-04 3.402237911524652212e-04 4.007964077888910093e-04 4.256554393786484715e-04 3.977805409089369749e-04 3.372290532441337991e-04 2.725541758743643813e-04 2.137587809186474916e-04 1.555905603750747047e-04 1.028683915974160795e-04 6.369746833102964785e-05 3.923933620800414682e-05 2.392495574110346329e-05 1.270359441724898045e-05 6.028801191015467211e-06 2.907904608926854287e-06 1.507304196637207142e-06 1.059534932026329446e-06 3.045641715558973057e-07 6.395387111930544828e-07 8.323909692679323226e-07 6.314376779107234578e-07 1.240509653873950537e-07 3.407674074031949264e-08 -4.855777546821383466e-08 1.196050627278200074e-10
9.974121574773339764e-11 9.404166250564044127e-08 8.081922899196342897e-07 1.091406757611972509e-06 6.482835998377250193e-07 6.549840033338319583e-07 3.575347910710735962e-07 -4.286006747006086078e-08 3.131660208074911262e-07 4.329035601283615055e-07 5.115478265065801772e-07 5.192811920193593727e-07 9.545302909081621550e-07 5.759059886186225505e-07 1.561070207784160866e-06 3.051723300022743436e-06 6.983519261891597489e-06 1.341220543597718762e-05 2.400827880865994408e-05 3.984524223248993486e-05 6.440463399751659729e-05 1.034618885402342731e-04 1.544661652601996709e-04 2.105777316752682109e-04 2.709690382212014592e-04 3.384474473887937301e-04 3.977805409089369749e-04 4.226812054700626771e-04 3.971278676065984298e-04 3.393113099711403532e-04 2.754492128376453334e-04 2.120742864451236726e-04 1.516850103868200750e-04 1.015875999685586414e-04 6.533330813624172112e-05 4.166718119391164680e-05 2.378647938841849718e-05 1.180041441100092623e-05 6.001016558945784223e-06 3.398646250498300813e-06 1.922045800660945414e-06 8.749829491740349571e-07 2.453370305572906350e-07 9.364603788492026261e-07 1.145057255876985415e-06 -4.567630272406052580e-07 2.607586552015879172e-08 -5.578695294516227646e-08 -1.456553146453524202e-11
3.324131535634549573e-10 3.610580109565707710e-08 1.817211502455044575e-07 -1.829078016898570687e-07 -2.756316966439096804e-07 4.856950601470335262e-07 2.498798149698694255e-07 -2.313645366209996825e-07 5.342968634489783527e-07 2.831589681132203705e-07 -2.283466635272092891e-08 9.392552136503064819e-08 6.689315120195298541e-07 5.772075133786821691e-07 7.293154116628997883e-07 1.679091518025307740e-06 3.654433404026842210e-06 7.673896625091790690e-06 1.336880196716347381e-05 2.292730049107273815e-05 3.881643671130062192e-05 6.440463399751659729e-05 1.038377795045053253e-04 1.539328592274188587e-04 2.097708775428448334e-04 2.710445770558538004e-04 3.372290532441337991e-04 3.971278676065984298e-04 4.251363578136235148e-04 4.024633229971340698e-04 3.439376045878068987e-04 2.732670024724295939e-04 2.065978869284738754e-04 1.498364239984041016e-04 1.042244855259034822e-04 6.846556580426384968e-05 4.116464781888501661e-05 2.193995073044571954e-05 1.090776128199808903e-05 6.430469309171520827e-06 3.580717948270913925e-06 1.557360458800911405e-06 7.432307875998394194e-07 7.563829430931411549e-07 3.312172321483649031e-07 -2.933433686439534562e-07 1.428396962582422763e-07 2.471858946319880836e-08 1.635056459752152582e-10
5.089477238635991986e-10 4.254103110767641994e-08 9.399592520115532587e-08 5.929828331644014318e-07 8.362888467244825551e-07 6.435982579558304080e-07 4.262930062916006076e-07 6.551884690458627950e-07 9.411551611817964192e-07 7.864674870151914470e-07 1.085784313179662253e-07 1.275330094766650257e-07 8.452732446707511102e-07 1.104689280023814606e-06 7.389027267105412850e-07 1.051885260093899891e-06 2.096281467172330920e-06 4.452676100946992860e-06 7.650383365395597589e-06 1.272436316435966066e-05 2.292730049107273815e-05 3.984524223248993486e-05 6.591789773191917038e-05 1.041663080414569986e-04 1.548086025781830559e-04 2.117181621880592692e-04 2.725541758743643813e-04 3.393113099711403532e-04 4.024633229971340698e-04 4.324364745322222372e-04 4.083554149353096387e-04 3.424641308883842302e-04 2.672826838403356831e-04 2.057989336715354686e-04 1.562248676958646226e-04 1.100824086114093235e-04 6.750170038604170098e-05 3.680374781778558729e-05 2.043255070148147009e-05 1.162270964637214918e-05 7.380692583697226915e-06 3.787297049531147178e-06 1.243977943104002731e-06 5.831751368463381647e-07 -6.543586662237979326e-08 -1.951731596488427930e-07 9.007316035914179759e-08 1.100982441549896347e-09 7.268606886855125887e-10
4.583470863712066675e-10 -6.338496204297433827e-08 7.014497193239867250e-08 5.203202999975195363e-07 2.558033051824312817e-07 2.638114992862423595e-07 4.259256238341563597e-07 3.886721622805638943e-07 9.900939514300132486e-07 -2.556585496397553874e-07 -3.880237829771813704e-07 2.389669914921592482e-07 5.396773329325293120e-07 7.462955397881760918e-07 1.241413275854153178e-06 6.871371712656356788e-07 1.564527769866671672e-06 2.944887725790714793e-06 4.369600525923363907e-06 7.650383365395597589e-06 1.336880196716347381e-05 2.400827880865994408e-05 4.113620193447803039e-05 6.708096570581793979e-05 1.058277705204142252e-04 1.565989249052732537e-04 2.137587809186474916e-04 2.754492128376453334e-04 3.439376045878068987e-04 4.083554149353096387e-04 4.369864094129745444e-04 4.051545838025002837e-04 3.340636350396662549e-04 2.666318158508166215e-04 2.139197982107034766e-04 1.640622466064198032e-04 1.082470164273078195e-04 6.160697050697132933e-05 3.558660455359182004e-05 2.228194423813656524e-05 1.529605239673045885e-05 7.648110185632323312e-06 2.754713911479805864e-06 1.783933079584068828e-06 7.134997860494405665e-07 8.819528073350917373e-07 6.850711996959622267e-07 -7.642264840670500287e-09 4.260687486631229183e-10
-1.860831945862952663e-10 1.855618276610458652e-08 4.911008734734030488e-07 6.662035126002034215e-07 6.780051394223511846e-07 4.143627018758483894e-07 3.202520876109511263e-07 3.988465331515467125e-07 3.437685572276160903e-07 1.204529235981838378e-07 -3.254447740098498162e-07 -2.088460995707565331e-07 5.183009872967323266e-07 1.317108357165857510e-06 1.227003124790358150e-06 9.393249932220919095e-07 1.054178435544047166e-06 2.255101259602867472e-06 2.944887725790714793e-06 4.452676100946992860e-06 7.673896625091790690e-06 1.341220543597718762e-05 2.390434579462038205e-05 4.084809011856948673e-05 6.691517494320298252e-05 1.059964023114171646e-04 1.555905603750747047e-04 2.120742864451236726e-04 2.732670024724295939e-04 3.424641308883842302e-04 4.051545838025002837e-04 4.252465507578893824e-04 3.893224185491268321e-04 3.288285587133918256e-04 2.743458255708320238e-04 2.221722287200863816e-04 1.590233853585551775e-04 9.781114329170489301e-05 5.864258378936636153e-05 3.946015350422641137e-05 2.725950083102190915e-05 1.369754705432909215e-05 4.641585375625625045e-06 2.315765714736921900e-06 1.646537145464362089e-06 1.479743800147687878e-06 9.486336094478544374e-07 2.655527359306150621e-09 4.503120871679777802e-10
-4.970488434118025521e-10 3.411507600846182853e-08 6.425644257614407070e-07 1.145957994103489217e-06 8.361858952170497678e-07 7.617472143930675520e-07 1.720278145202214284e-07 3.720089983521451851e-07 7.266009808465208259e-07 4.569465306267124625e-07 3.255050804276598423e-07 4.206999402400082109e-07 2.153453552564771470e-07 5.044144459532745750e-07 3.569705542574747730e-07 1.467976806633677419e-07 3.682194903721682782e-07 1.054178435544047166e-06 1.564527769866671672e-06 2.096281467172330920e-06 3.654433404026842210e-06 6.983519261891597489e-06 1.295868217534625812e-05 2.301259435112776482e-05 3.925576554080116381e-05 6.549757652010688188e-05 1.028683915974160795e-04 1.516850103868200750e-04 2.065978869284738754e-04 2.672826838403356831e-04 3.340636350396662549e-04 3.893224185491268321e-04 4.071016628642183666e-04 3.829191796325212170e-04 3.378794212668259156e-04 2.828090768605920780e-04 2.133401000139282784e-04 1.421480539033405941e-04 9.227355956148066286e-05 6.445271066016911151e-05 4.564818634660244254e-05 2.479558859440516482e-05 8.952797379568111760e-06 3.961207864234373189e-06 2.539515871969932845e-06 2.056334558022017677e-06 6.831630055740152024e-07 4.938780562726907050e-08 2.662443068975862913e-10
-5.855975418150598008e-10 -6.786549775830355156e-10 2.541390206899138048e-07 6.768330744186371803e-07 6.416860151230740139e-07 5.257527198197091692e-07 3.081168044655118734e-07 1.061941024328100225e-06 1.107444573297952721e-06 4.494132523087803451e-07 -1.681081551151035375e-08 6.594134230823465075e-07 5.862282217204379253e-07 2.142402352386564531e-07 -4.020216401416394889e-07 -8.606411560556042922e-07 1.467976806633677419e-07 9.393249932220919095e-07 6.871371712656356788e-07 1.051885260093899891e-06 1.679091518025307740e-06 3.051723300022743436e-06 6.368393712032980859e-06 1.187034008785084536e-05 2.229383469000566258e-05 3.816074315827982881e-05 6.369746833102964785e-05 1.015875999685586414e-04 1.498364239984041016e-04 2.057989336715354686e-04 2.666318158508166215e-04 3.288285587133918256e-04 3.829191796325212170e-04 4.118811933305333950e-04 4.028743022857895041e-04 3.552446271573653225e-04 2.756945835986549095e-04 1.930416723552281035e-04 1.357794579686214561e-04 1.023533368656030535e-04 7.620594182025726047e-05 4.378955734992772233e-05 1.636119460962770348e-05 7.251279040162563963e-06 5.444412348137676126e-06 5.389798301828998054e-06 2.142455077180211571e-06 4.810690325745101963e-08 6.352733927384031567e-10
1.696721227483698077e-10 4.389813954100598022e-08 5.940499726084437308e-07 3.287157967187211585e-07 2.752449749725243846e-07 5.459295873713980099e-07 5.057231538598749270e-07 4.693865267752880861e-07 9.213434918916899813e-07 5.146059440017106669e-07 1.346980100179713287e-07 3.078570663679237985e-07 8.229678715872195102e-08 6.943885002025015144e-08 4.945557633251589934e-08 -4.020216401416394889e-07 3.569705542574747730e-07 1.227003124790358150e-06 1.241413275854153178e-06 7.389027267105412850e-07 7.293154116628997883e-07 1.561070207784160866e-06 3.781505444830200684e-06 6.734531235774716212e-06 1.262227424224678114e-05 2.277689027370619271e-05 3.923933620800414682e-05 6.533330813624172112e-05 1.042244855259034822e-04 1.562248676958646226e-04 2.139197982107034766e-04 2.743458255708320238e-04 3.378794212668259156e-04 4.028743022857895041e-04 4.467586586666574648e-04 4.336202879800896571e-04 3.533999624464807029e-04 2.550522047861331163e-04 1.906691744664206129e-04 1.570418925620403533e-04 1.263035860269340924e-04 7.505365644895322101e-05 3.024504124543821642e-05 1.434867082054803452e-05 1.132122291587812279e-05 1.026767851618839660e-05 4.074005493335040282e-06 2.006410781868430223e-07 1.162663512476106452e-10
-3.796565707343262879e-11 -2.673827754270779665e-08 -3.610619920476150620e-08 -2.300322182102895625e-07 2.186411226757539630e-07 3.513008577840042340e-08 2.397347368270220231e-07 2.537773721945937323e-07 3.788296643934849306e-07 3.339334357764034684e-07 5.215060228104378798e-07 7.564106884114770543e-07 7.681745294362700835e-07 1.131278620400421723e-06 6.943885002025015144e-08 2.142402352386564531e-07 5.044144459532745750e-07 1.317108357165857510e-06 7.462955397881760918e-07 1.104689280023814606e-06 5.772075133786821691e-07 5.759059886186225505e-07 2.020774207502086743e-06 3.732700741096689130e-06 6.526320439449129706e-06 1.258466415212246864e-05 2.392495574110346329e-05 4.166718119391164680e-05 6.846556580426384968e-05 1.100824086114093235e-04 1.640622466064198032e-04 2.221722287200863816e-04 2.828090768605920780e-04 3.552446271573653225e-04 4.336202879800896571e-04 4.710690039027806177e-04 4.211095954790779628e-04 3.214920610961867486e-04 2.498828263565982112e-04 2.206760149331931905e-04 1.949926581159989590e-04 1.239256743853880450e-04 5.204530147895861943e-05 2.514382663316669532e-05 2.059005889027991154e-05 2.149414439028666141e-05 8.190961709924364433e-06 2.918698396891233252e-07 3.069729087518139890e-10
2.374355451539382764e-10 1.505543494944008177e-08 2.131614425119619606e-07 9.545824470446417047e-07 8.255711930835619046e-07 1.113057522558795258e-07 3.604813191731263110e-07 5.342054937089227691e-07 7.960690222853537069e-07 3.697184842988297408e-07 3.951992810967637511e-07 4.123349108905539340e-07 6.956373395747109907e-07 7.681745294362700835e-07 8.229678715872195102e-08 5.862282217204379253e-07 2.153453552564771470e-07 5.183009872967323266e-07 5.396773329325293120e-07 8.452732446707511102e-07 6.689315120195298541e-07 9.545302909081621550e-07 1.151029551365675998e-06 2.045995477481359488e-06 3.516101393669842512e-06 6.278357412959943274e-06 1.270359441724898045e-05 2.378647938841849718e-05 4.116464781888501661e-05 6.750170038604170098e-05 1.082470164273078195e-04 1.590233853585551775e-04 2.133401000139282784e-04 2.756945835986549095e-04 3.533999624464807029e-04 4.211095954790779628e-04 4.241611860958879876e-04 3.609637467736449357e-04 3.000373913018821326e-04 2.781557900216236772e-04 2.614829463913851283e-04 1.769992479308223337e-04 7.898617081162052315e-05 4.064681360458244526e-05 3.583568557154062986e-05 4.052945028514539028e-05 1.539464446603725008e-05 5.554255124017975066e-07 -5.494384959960321979e-10
-4.742793015231518968e-10 8.224687773624519257e-08 6.615593305689722610e-07 8.107613819244021233e-07 1.174109429592462399e-06 2.425233068426478102e-07 4.408487273446432750e-07 3.719740758995462109e-07 2.786520491427244611e-07 -6.146519705720152599e-08 -1.105110459627227525e-07 -1.912732318337061138e-07 4.123349108905539340e-07 7.564106884114770543e-07 3.078570663679237985e-07 6.594134230823465075e-07 4.206999402400082109e-07 -2.088460995707565331e-07 2.389669914921592482e-07 1.275330094766650257e-07 9.392552136503064819e-08 5.192811920193593727e-07 4.176523702681201851e-07 8.803327364858740011e-07 1.863654327445921834e-06 3.077449776360951338e-06 6.028801191015467211e-06 1.180041441100092623e-05 2.193995073044571954e-05 3.680374781778558729e-05 6.160697050697132933e-05 9.781114329170489301e-05 1.421480539033405941e-04 1.930416723552281035e-04 2.550522047861331163e-04 3.214920610961867486e-04 3.609637467736449357e-04 3.555412222720213348e-04 3.351052939034359149e-04 3.318188364344690504e-04 3.211951127033897289e-04 2.242132669361362432e-04 1.071639427955855829e-04 5.971404892978350831e-05 5.481025574710292369e-05 6.564826906563845483e-05 2.530631021718804933e-05 9.925233602832735018e-07 -9.750144817777072474e-11
-3.662484820163782711e-10 6.651406903741575615e-08 8.596593261425086876e-07 4.980698656039370316e-07 1.011307407093225331e-06 2.538600544956346674e-07 4.117933389747685287e-07 3.143884019906205642e-08 4.535207207585125698e-07 8.174376868596690540e-08 -4.490425890418501750e-07 -1.105110459627227525e-07 3.951992810967637511e-07 5.215060228104378798e-07 1.346980100179713287e-07 -1.681081551151035375e-08 3.255050804276598423e-07 -3.254447740098498162e-07 -3.880237829771813704e-07 1.085784313179662253e-07 -2.283466635272092891e-08 5.115478265065801772e-07 -3.451525896462348520e-07 -3.721138005650733429e-07 6.571780208548270565e-07 1.156804095601592671e-06 2.907904608926854287e-06 6.001016558945784223e-06 1.090776128199808903e-05 2.043255070148147009e-05 3.558660455359182004e-05 5.864258378936636153e-05 9.227355956148066286e-05 1.357794579686214561e-04 1.906691744664206129e-04 2.498828263565982112e-04 3.000373913018821326e-04 3.351052939034359149e-04 3.663509157837681958e-04 4.041203966545295345e-04 4.081659651895751749e-04 2.897943034356728663e-04 1.440106768045561908e-04 8.796620542548164276e-05 8.807731492365219626e-05 1.092357665685644646e-04 4.251416610843608790e-05 1.559912917777358813e-06 -2.669150831621385987e-10
-4.934451297888606035e-10 -9.668239686059759653e-10 2.432832939187367474e-07 8.590489914829965025e-07 9.799486568508458978e-07 -4.084263725940529852e-07 2.400972993113238713e-07 5.817544381150776678e-07 1.823452999934914110e-07 -1.904869943041521226e-07 8.174376868596690540e-08 -6.146519705720152599e-08 3.697184842988297408e-07 3.339334357764034684e-07 5.146059440017106669e-07 4.494132523087803451e-07 4.569465306267124625e-07 1.204529235981838378e-07 -2.556585496397553874e-07 7.864674870151914470e-07 2.831589681132203705e-07 4.329035601283615055e-07 -2.864443492111376422e-07 -8.778833700075171186e-09 -1.711869452929077471e-07 -7.327326469919949471e-08 1.507304196637207142e-06 3.398646250498300813e-06 6.430469309171520827e-06 1.162270964637214918e-05 2.228194423813656524e-05 3.946015350422641137e-05 6.445271066016911151e-05 1.023533368656030535e-04 1.570418925620403533e-04 2.206760149331931905e-04 2.781557900216236772e-04 3.318188364344690504e-04 4.041203966545295345e-04 5.023302961306998736e-04 5.488329062312729319e-04 4.022005483829444328e-04 2.044138332220316501e-04 1.312138705200522075e-04 1.458754340776970810e-04 1.944400834735494855e-04 7.543644894131957233e-05 2.537898761093726247e-06 -7.272552462104696833e-10
-6.170751850081697100e-10 5.437756045900395555e-08 -4.250006714191230521e-08 2.890585805490878437e-07 7.666761523750298704e-07 -1.002376889426334867e-07 3.795575403831067175e-07 5.683724604881271708e-07 -5.330920230662148922e-07 1.823452999934914110e-07 4.535207207585125698e-07 2.786520491427244611e-07 7.960690222853537069e-07 3.788296643934849306e-07 9.213434918916899813e-07 1.107444573297952721e-06 7.266009808465208259e-07 3.437685572276160903e-07 9.900939514300132486e-07 9.411551611817964192e-07 5.342968634489783527e-07 3.131660208074911262e-07 1.919877972789135134e-07 7.770848551394079150e-07 -1.974124554931177836e-08 2.568647843415807547e-08 1.059534932026329446e-06 1.922045800660945414e-06 3.580717948270913925e-06 7.380692583697226915e-06 1.529605239673045885e-05 2.725950083102190915e-05 4.564818634660244254e-05 7.620594182025726047e-05 1.263035860269340924e-04 1.949926581159989590e-04 2.614829463913851283e-04 3.211951127033897289e-04 4.081659651895751749e-04 5.488329062312729319e-04 6.473903097560800186e-04 5.006177475870958200e-04 2.661106783680308144e-04 1.809236201276210633e-04 2.247435794851956816e-04 3.218987961745065724e-04 1.212933318386343084e-04 3.551787476314117423e-06 -4.710268346245102946e-10
2.478293418498843031e-10 -8.514669321436626396e-08 -7.144391642457435232e-08 -2.339260489534777134e-07 8.837623327594990895e-08 5.041817001163866463e-07 9.184993730465914455e-08 5.608079207158648421e-08 5.683724604881271708e-07 5.817544381150776678e-07 3.143884019906205642e-08 3.719740758995462109e-07 5.342054937089227691e-07 2.537773721945937323e-07 4.693865267752880861e-07 1.061941024328100225e-06 3.720089983521451851e-07 3.988465331515467125e-07 3.886721622805638943e-07 6.551884690458627950e-07 -2.313645366209996825e-07 -4.286006747006086078e-08 5.481567173300696899e-07 1.092491854287179545e-07 1.592888604233760113e-07 5.607186566752817733e-07 3.045641715558973057e-07 8.749829491740349571e-07 1.557360458800911405e-06 3.787297049531147178e-06 7.648110185632323312e-06 1.369754705432909215e-05 2.479558859440516482e-05 4.378955734992772233e-05 7.505365644895322101e-05 1.239256743853880450e-04 1.769992479308223337e-04 2.242132669361362432e-04 2.897943034356728663e-04 4.022005483829444328e-04 5.006177475870958200e-04 4.147016053621346734e-04 2.468982674575122532e-04 1.915249408420701229e-04 2.676231861500280454e-04 3.899234750466881033e-04 1.378637011785254570e-04 3.473652772689625932e-06 -6.167173179704230006e-10
-4.318290558447629315e-10 -2.582100696389516998e-08 5.915960925775790498e-07 4.245849814946923582e-07 5.597380998079018723e-08 2.271848798559964520e-07 5.012261588163238556e-07 9.184993730465914455e-08 3.795575403831067175e-07 2.400972993113238713e-07 4.117933389747685287e-07 4.408487273446432750e-07 3.604813191731263110e-07 2.397347368270220231e-07 5.057231538598749270e-07 3.081168044655118734e-07 1.720278145202214284e-07 3.202520876109511263e-07 4.259256238341563597e-07 4.262930062916006076e-07 2.498798149698694255e-07 3.575347910710735962e-07 3.393412200188244586e-07 1.086311263826389768e-07 3.631426513277299009e-07 7.608944778169002469e-07 6.395387111930544828e-07 2.453370305572906350e-07 7.432307875998394194e-07 1.243977943104002731e-06 2.754713911479805864e-06 4.641585375625625045e-06 8.952797379568111760e-06 1.636119460962770348e-05 3.024504124543821642e-05 5.204530147895861943e-05 7.898617081162052315e-05 1.071639427955855829e-04 1.440106768045561908e-04 2.044138332220316501e-04 2.661106783680308144e-04 2.468982674575122532e-04 1.812840603655419729e-04 1.728992258324575648e-04 2.675256780834166302e-04 3.877282303004253756e-04 1.301704431735746970e-04 3.034667564501195330e-06 -3.704736315343277569e-10
-1.586779240000270695e-10 -6.413023637260251594e-09 3.958592751946651810e-07 5.449836062242419192e-07 -9.717425101648715660e-08 9.464212056231038568e-08 2.271848798559964520e-07 5.041817001163866463e-07 -1.002376889426334867e-07 -4.084263725940529852e-07 2.538600544956346674e-07 2.425233068426478102e-07 1.113057522558795258e-07 3.513008577840042340e-08 5.459295873713980099e-07 5.257527198197091692e-07 7.617472143930675520e-07 4.143627018758483894e-07 2.638114992862423595e-07 6.435982579558304080e-07 4.856950601470335262e-07 6.549840033338319583e-07 1.272355742821610529e-07 -1.261218204648220931e-07 4.662658211865173302e-07 8.685770453247021267e-07 8.323909692679323226e-07 9.364603788492026261e-07 7.563829430931411549e-07 5.831751368463381647e-07 1.783933079584068828e-06 2.315765714736921900e-06 3.961207864234373189e-06 7.251279040162563963e-06 1.434867082054803452e-05 2.514382663316669532e-05 4.064681360458244526e-05 5.971404892978350831e-05 8.796620542548164276e-05 1.312138705200522075e-04 1.809236201276210633e-04 1.915249408420701229e-04 1.728992258324575648e-04 1.949203595785155198e-04 3.279076430038903702e-04 4.832681467505383385e-04 1.587650720247692617e-04 3.047087896702684710e-06 -8.290727852675502360e-10
-2.771086852619487875e-11 7.374626427808461790e-08 3.091434381622346075e-07 1.794402723789354138e-07 -6.198639179450196916e-07 -9.717425101648715660e-08 5.597380998079018723e-08 8.837623327594990895e-08 7.666761523750298704e-07 9.799486568508458978e-07 1.011307407093225331e-06 1.174109429592462399e-06 8.255711930835619046e-07 2.186411226757539630e-07 2.752449749725243846e-07 6.416860151230740139e-07 8.361858952170497678e-07 6.780051394223511846e-07 2.558033051824312817e-07 8.362888467244825551e-07 -2.756316966439096804e-07 6.482835998377250193e-07 6.083901309869057796e-07 -2.420988502597835107e-08 2.205970887185598353e-07 4.898387043752402093e-07 6.314376779107234578e-07 1.145057255876985415e-06 3.312172321483649031e-07 -6.543586662237979326e-08 7.134997860494405665e-07 1.646537145464362089e-06 2.539515871969932845e-06 5.444412348137676126e-06 1.132122291587812279e-05 2.059005889027991154e-05 3.583568557154062986e-05 5.481025574710292369e-05 8.807731492365219626e-05 1.458754340776970810e-04 2.247435794851956816e-04 2.676231861500280454e-04 2.675256780834166302e-04 3.279076430038903702e-04 5.897195398850605362e-04 8.722444765599547938e-04 2.586135853975748012e-04 2.875229768122649104e-06 -1.740527663550075456e-09
-3.961922390654308758e-10 -7.308936276009028581e-08 -2.743816662401018726e-07 4.912888927963586766e-08 1.794402723789354138e-07 5.449836062242419192e-07 4.245849814946923582e-07 -2.339260489534777134e-07 2.890585805490878437e-07 8.590489914829965025e-07 4.980698656039370316e-07 8.107613819244021233e-07 9.545824470446417047e-07 -2.300322182102895625e-07 3.287157967187211585e-07 6.768330744186371803e-07 1.145957994103489217e-06 6.662035126002034215e-07 5.203202999975195363e-07 5.929828331644014318e-07 -1.829078016898570687e-07 1.091406757611972509e-06 2.490121539624036579e-07 1.472738417242124334e-07 -1.591909922021875156e-07 5.665664950147869865e-07 1.240509653873950537e-07 -4.567630272406052580e-07 -2.933433686439534562e-07 -1.951731596488427930e-07 8.819528073350917373e-07 1.479743800147687878e-06 2.056334558022017677e-06 5.389798301828998054e-06 1.026767851618839660e-05 2.149414439028666141e-05 4.052945028514539028e-05 6.564826906563845483e-05 1.092357665685644646e-04 1.944400834735494855e-04 3.218987961745065724e-04 3.899234750466881033e-04 3.877282303004253756e-04 4.832681467505383385e-04 8.722444765599547938e-04 1.101648377375890079e-03 2.017250532419311926e-04 -3.905945996245084470e-06 -2.382047674517231899e-09
