0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.348165399334130474e-02 1.142975870923172363e-02 9.975809698315771940e-03 9.091080504091714198e-03 8.373188096349246448e-03 7.637865988350771643e-03 7.319451132257167279e-03 6.878280543765496677e-03 6.494970733769435921e-03 6.357513007411103381e-03 6.028889061409315950e-03 5.911488298325670923e-03 5.579654456275998618e-03
1.025549031146407303e-01 8.835196327966014784e-02 7.809616335403046783e-02 7.088405974912713459e-02 6.555427831810897721e-02 6.115774410637516562e-02 5.739919047526327589e-02 5.435677852695615375e-02 5.193580634501522575e-02 4.991842855797322398e-02 4.748697316506101523e-02 4.576824720074795794e-02 4.389679392672039826e-02
1.968729274450410904e-01 1.742662579806587009e-01 1.574427335698273533e-01 1.446927788014757965e-01 1.349910508464813308e-01 1.265764127256222560e-01 1.196719860963994242e-01 1.137055808752017450e-01 1.086770117353428045e-01 1.038372919475961942e-01 9.982070498217116006e-02 9.594218860359660095e-02 9.228740762287063193e-02
2.544524530416013564e-01 2.342704429445507386e-01 2.173119721160773343e-01 2.031448219160180146e-01 1.914693796260875103e-01 1.817484154434050869e-01 1.726911245027992758e-01 1.649507176871363723e-01 1.580719859784042725e-01 1.517969534571792511e-01 1.459331257731389941e-01 1.408061515943415110e-01 1.356526660705830722e-01
2.818056918072625039e-01 2.688338346328490447e-01 2.560217444520421770e-01 2.441906206778711730e-01 2.335238326023740540e-01 2.236017063783083958e-01 2.146504091988933327e-01 2.062941240112137198e-01 1.986184018078462898e-01 1.917214889497393937e-01 1.849774767299612321e-01 1.781326548462143777e-01 1.723301010248806386e-01
2.918561478876446347e-01 2.853528636966765619e-01 2.778249462952773197e-01 2.696628731232449949e-01 2.611571693508200065e-01 2.525219233063555890e-01 2.447156591533110048e-01 2.367694886110311980e-01 2.291952695853807231e-01 2.215914522552384081e-01 2.147997521472762572e-01 2.077914800795636063e-01 2.011077775803694623e-01
2.941558698753464762e-01 2.921537313448530071e-01 2.884511771334036245e-01 2.832833007465636044e-01 2.772954550745629354e-01 2.707042326418933054e-01 2.639669789194027949e-01 2.565911430342783794e-01 2.490711170085801451e-01 2.418151277901203766e-01 2.346256980679151116e-01 2.274960822937195926e-01 2.205269647786171072e-01
2.948776235682743496e-01 2.938065070569034765e-01 2.922619013017371259e-01 2.892183754772330029e-01 2.842647524675583348e-01 2.791162206595023121e-01 2.727822694619762012e-01 2.660478510172756828e-01 2.591654410216476245e-01 2.520347777107847520e-01 2.445546911285136349e-01 2.375942413501343498e-01 2.304387775877334565e-01
2.948776235682743496e-01 2.938065070569034765e-01 2.922619013017371259e-01 2.892183754772330029e-01 2.842647524675583348e-01 2.791162206595023121e-01 2.727822694619762012e-01 2.660478510172756828e-01 2.591654410216476245e-01 2.520347777107847520e-01 2.445546911285136349e-01 2.375942413501343498e-01 2.304387775877334565e-01
2.941558698753464762e-01 2.921537313448530071e-01 2.884511771334036245e-01 2.832833007465636044e-01 2.772954550745629354e-01 2.707042326418933054e-01 2.639669789194027949e-01 2.565911430342783794e-01 2.490711170085801451e-01 2.418151277901203766e-01 2.346256980679151116e-01 2.274960822937195926e-01 2.205269647786171072e-01
2.918561478876446347e-01 2.853528636966765619e-01 2.778249462952773197e-01 2.696628731232449949e-01 2.611571693508200065e-01 2.525219233063555890e-01 2.447156591533110048e-01 2.367694886110311980e-01 2.291952695853807231e-01 2.215914522552384081e-01 2.147997521472762572e-01 2.077914800795636063e-01 2.011077775803694623e-01
2.818056918072625039e-01 2.688338346328490447e-01 2.560217444520421770e-01 2.441906206778711730e-01 2.335238326023740540e-01 2.236017063783083958e-01 2.146504091988933327e-01 2.062941240112137198e-01 1.986184018078462898e-01 1.917214889497393937e-01 1.849774767299612321e-01 1.781326548462143777e-01 1.723301010248806386e-01
2.544524530416013564e-01 2.342704429445507386e-01 2.173119721160773343e-01 2.031448219160180146e-01 1.914693796260875103e-01 1.817484154434050869e-01 1.726911245027992758e-01 1.649507176871363723e-01 1.580719859784042725e-01 1.517969534571792511e-01 1.459331257731389941e-01 1.408061515943415110e-01 1.356526660705830722e-01
1.968729274450410904e-01 1.742662579806587009e-01 1.574427335698273533e-01 1.446927788014757965e-01 1.349910508464813308e-01 1.265764127256222560e-01 1.196719860963994242e-01 1.137055808752017450e-01 1.086770117353428045e-01 1.038372919475961942e-01 9.982070498217116006e-02 9.594218860359660095e-02 9.228740762287063193e-02
1.025549031146407303e-01 8.835196327966014784e-02 7.809616335403046783e-02 7.088405974912713459e-02 6.555427831810897721e-02 6.115774410637516562e-02 5.739919047526327589e-02 5.435677852695615375e-02 5.193580634501522575e-02 4.991842855797322398e-02 4.748697316506101523e-02 4.576824720074795794e-02 4.389679392672039826e-02
1.348165399334130474e-02 1.142975870923172363e-02 9.975809698315771940e-03 9.091080504091714198e-03 8.373188096349246448e-03 7.637865988350771643e-03 7.319451132257167279e-03 6.878280543765496677e-03 6.494970733769435921e-03 6.357513007411103381e-03 6.028889061409315950e-03 5.911488298325670923e-03 5.579654456275998618e-03
